n_estimators,max_depth,subsample,colsample_bytree,learning_rate,reg_alpha,features,feature combo ningxiang score,Train accu,Val accu,Test accu,Train balanced_accu,Val balanced_accu,Test balanced_accu,Train f1,Val f1,Test f1,Train precision,Val precision,Test precision,Train recall,Val recall,Test recall,Time,random_state,n_jobs,warnings,n_columns,features_combo_index,Train AP,Val AP,Test AP,Train AUC,Val AUC,Test AUC,Precedence
100.0,12.0,0.7,0.7,0.01,0.01,"[6602, 38911, 29604, 37910, 42057, 6307, 47685, 14513, 2359, 283, 22835, 54643, 41082, 8060, 30426, 17314, 12514, 26469, 17587, 30592, 8789, 39508, 1663, 17685, 12202, 14699, 18051, 4400, 27536, 256, 29906, 64052, 32682, 4468, 2, 10401, 2038, 4908, 2632, 5181, 2610, 55768, 30094, 5402, 2171, 8670, 6225, 2294, 31396, 59186, 8049, 18892, 19072, 66547, 8529, 36115, 18463, 8092, 22351, 44091, 28136, 8972, 38920, 42269, 5390, 2654, 4412, 30505, 44254, 30980, 34701, 50128, 42136, 66811, 15316, 6881, 21859, 28287, 11889, 4796, 65055, 49625, 6233, 17949, 9371, 36270, 66469, 2215, 10957, 53170, 9747, 8669, 31629, 478, 37735, 6603, 5950, 2071, 27620, 50049, 32212, 12927, 8071, 66580, 67233, 29219, 47562, 567, 2832, 17546]",0.2670388901606202,0.770816,0.736667,0.736296,0.770816,0.499167,0.495357,0.770805,0.681618,0.678678,0.770872,0.653202,0.647803,0.770816,0.736667,0.736296,0.5,19260817.0,-1.0,none,110.0,10.0,0.709813,0.221939,0.220786,0.770816,0.499167,0.495357,10.0
100.0,12.0,0.7,0.7,0.01,0.01,"[6602, 38911, 29604, 37910, 42057, 6307, 47685, 14513, 2359, 283, 22835, 54643, 41082, 8060, 30426, 17314, 12514, 26469, 17587, 30592, 8789, 39508, 1663, 17685, 12202, 14699, 18051, 4400, 27536, 256, 29906, 64052, 32682, 4468, 2, 10401, 2038, 4908, 2632, 5181, 2610, 55768, 30094, 5402, 2171, 8670, 6225, 2294, 31396, 59186, 8049, 18892, 19072, 66547, 8529, 36115, 18463, 8092, 22351, 44091, 28136, 8972, 38920, 42269, 5390, 2654, 4412, 30505, 44254, 30980, 34701, 50128, 42136, 66811, 15316, 6881, 21859, 28287, 11889, 4796, 65055, 49625, 6233, 17949, 9371, 36270, 66469, 2215, 10957, 53170, 9747, 8669, 31629, 478, 37735, 6603, 5950, 2071, 27620, 50049, 32212, 12927, 8071, 66580, 67233, 29219, 47562, 567, 2832, 17546, 59441, 44009, 5607, 2138, 17030, 901, 5027, 3403, 7657, 31711]",0.28420716314576566,0.770765,0.757037,0.762963,0.770765,0.504524,0.508929,0.770737,0.687471,0.691449,0.770898,0.66368,0.674971,0.770765,0.757037,0.762963,0.36,19260817.0,-1.0,none,120.0,11.0,0.710357,0.224042,0.226443,0.770765,0.504524,0.508929,11.0
100.0,12.0,0.7,0.7,0.01,0.01,"[6602, 38911, 29604, 37910, 42057, 6307, 47685, 14513, 2359, 283, 22835, 54643, 41082, 8060, 30426, 17314, 12514, 26469, 17587, 30592, 8789, 39508, 1663, 17685, 12202, 14699, 18051, 4400, 27536, 256, 29906, 64052, 32682, 4468, 2, 10401, 2038, 4908, 2632, 5181, 2610, 55768, 30094, 5402, 2171, 8670, 6225, 2294, 31396, 59186, 8049, 18892, 19072, 66547, 8529, 36115, 18463, 8092, 22351, 44091, 28136, 8972, 38920, 42269, 5390, 2654, 4412, 30505, 44254, 30980, 34701, 50128, 42136, 66811, 15316, 6881, 21859, 28287, 11889, 4796, 65055, 49625, 6233, 17949, 9371, 36270, 66469, 2215, 10957, 53170, 9747, 8669, 31629, 478, 37735, 6603, 5950, 2071, 27620, 50049, 32212, 12927, 8071, 66580, 67233, 29219, 47562, 567, 2832, 17546, 59441, 44009, 5607, 2138, 17030, 901, 5027, 3403, 7657, 31711, 3094, 23603, 9235, 66889, 33874, 1574, 20895, 23342, 22256, 4742]",0.3008877031970769,0.7725,0.754074,0.765926,0.7725,0.572262,0.581667,0.772408,0.729711,0.739292,0.772943,0.718584,0.730375,0.7725,0.754074,0.765926,0.41,19260817.0,-1.0,none,130.0,12.0,0.713625,0.268378,0.279618,0.7725,0.572262,0.581667,12.0
100.0,12.0,0.7,0.7,0.01,0.01,"[6602, 38911, 29604, 37910, 42057, 6307, 47685, 14513, 2359, 283, 22835, 54643, 41082, 8060, 30426, 17314, 12514, 26469, 17587, 30592, 8789, 39508, 1663, 17685, 12202, 14699, 18051, 4400, 27536, 256, 29906, 64052, 32682, 4468, 2, 10401, 2038, 4908, 2632, 5181, 2610, 55768, 30094, 5402, 2171, 8670, 6225, 2294, 31396, 59186, 8049, 18892, 19072, 66547, 8529, 36115, 18463, 8092, 22351, 44091, 28136, 8972, 38920, 42269, 5390, 2654, 4412, 30505, 44254, 30980, 34701, 50128, 42136, 66811, 15316, 6881, 21859, 28287, 11889, 4796, 65055, 49625, 6233, 17949, 9371, 36270, 66469, 2215, 10957, 53170, 9747, 8669, 31629, 478, 37735, 6603, 5950, 2071, 27620, 50049, 32212, 12927, 8071, 66580, 67233, 29219, 47562, 567, 2832, 17546, 59441, 44009, 5607, 2138, 17030, 901, 5027, 3403, 7657, 31711, 3094, 23603, 9235, 66889, 33874, 1574, 20895, 23342, 22256, 4742, 33717, 12615, 19874, 67398, 4522, 42770, 16010, 1219, 11246, 16455]",0.31696157169062644,0.77699,0.681852,0.697407,0.77699,0.552024,0.567381,0.776967,0.685539,0.698906,0.777104,0.689496,0.700454,0.77699,0.681852,0.697407,0.76,19260817.0,-1.0,none,140.0,13.0,0.716808,0.246336,0.256198,0.77699,0.552024,0.567381,13.0
100.0,12.0,0.7,0.7,0.01,0.01,"[6602, 38911, 29604, 37910, 42057, 6307, 47685, 14513, 2359, 283, 22835, 54643, 41082, 8060, 30426, 17314, 12514, 26469, 17587, 30592, 8789, 39508, 1663, 17685, 12202, 14699, 18051, 4400, 27536, 256, 29906, 64052, 32682, 4468, 2, 10401, 2038, 4908, 2632, 5181, 2610, 55768, 30094, 5402, 2171, 8670, 6225, 2294, 31396, 59186, 8049, 18892, 19072, 66547, 8529, 36115, 18463, 8092, 22351, 44091, 28136, 8972, 38920, 42269, 5390, 2654, 4412, 30505, 44254, 30980, 34701, 50128, 42136, 66811, 15316, 6881, 21859, 28287, 11889, 4796, 65055, 49625, 6233, 17949, 9371, 36270, 66469, 2215, 10957, 53170, 9747, 8669, 31629, 478, 37735, 6603, 5950, 2071, 27620, 50049, 32212, 12927, 8071, 66580, 67233, 29219, 47562, 567, 2832, 17546, 59441, 44009, 5607, 2138, 17030, 901, 5027, 3403, 7657, 31711, 3094, 23603, 9235, 66889, 33874, 1574, 20895, 23342, 22256, 4742, 33717, 12615, 19874, 67398, 4522, 42770, 16010, 1219, 11246, 16455, 20227, 9853, 2436, 66845, 66403, 6715, 7074, 6825, 853, 5071]",0.33243875787593424,0.786633,0.685926,0.696296,0.786633,0.595119,0.595238,0.786632,0.698547,0.705368,0.786635,0.715779,0.716756,0.786633,0.685926,0.696296,0.45,19260817.0,-1.0,none,150.0,14.0,0.725224,0.272251,0.273536,0.786633,0.595119,0.595238,14.0
100.0,12.0,0.7,0.7,0.01,0.01,"[6602, 38911, 29604, 37910, 42057, 6307, 47685, 14513, 2359, 283, 22835, 54643, 41082, 8060, 30426, 17314, 12514, 26469, 17587, 30592, 8789, 39508, 1663, 17685, 12202, 14699, 18051, 4400, 27536, 256, 29906, 64052, 32682, 4468, 2, 10401, 2038, 4908, 2632, 5181, 2610, 55768, 30094, 5402, 2171, 8670, 6225, 2294, 31396, 59186, 8049, 18892, 19072, 66547, 8529, 36115, 18463, 8092, 22351, 44091, 28136, 8972, 38920, 42269, 5390, 2654, 4412, 30505, 44254, 30980, 34701, 50128, 42136, 66811, 15316, 6881, 21859, 28287, 11889, 4796, 65055, 49625, 6233, 17949, 9371, 36270, 66469, 2215, 10957, 53170, 9747, 8669, 31629, 478, 37735, 6603, 5950, 2071, 27620, 50049, 32212, 12927, 8071, 66580, 67233, 29219, 47562, 567, 2832, 17546, 59441, 44009, 5607, 2138, 17030, 901, 5027, 3403, 7657, 31711, 3094, 23603, 9235, 66889, 33874, 1574, 20895, 23342, 22256, 4742, 33717, 12615, 19874, 67398, 4522, 42770, 16010, 1219, 11246, 16455, 20227, 9853, 2436, 66845, 66403, 6715, 7074, 6825, 853, 5071, 2688, 2588, 63977, 942, 23988, 5563, 22736, 16836, 54980, 30824]",0.34757114038802683,0.789031,0.687037,0.693704,0.789031,0.599405,0.596548,0.789025,0.700149,0.703976,0.78906,0.71841,0.717271,0.789031,0.687037,0.693704,0.45,19260817.0,-1.0,none,160.0,15.0,0.727219,0.275096,0.27406,0.789031,0.599405,0.596548,15.0
100.0,12.0,0.7,0.7,0.01,0.01,"[6602, 38911, 29604, 37910, 42057, 6307, 47685, 14513, 2359, 283, 22835, 54643, 41082, 8060, 30426, 17314, 12514, 26469, 17587, 30592, 8789, 39508, 1663, 17685, 12202, 14699, 18051, 4400, 27536, 256, 29906, 64052, 32682, 4468, 2, 10401, 2038, 4908, 2632, 5181, 2610, 55768, 30094, 5402, 2171, 8670, 6225, 2294, 31396, 59186, 8049, 18892, 19072, 66547, 8529, 36115, 18463, 8092, 22351, 44091, 28136, 8972, 38920, 42269, 5390, 2654, 4412, 30505, 44254, 30980, 34701, 50128, 42136, 66811, 15316, 6881, 21859, 28287, 11889, 4796, 65055, 49625, 6233, 17949, 9371, 36270, 66469, 2215, 10957, 53170, 9747, 8669, 31629, 478, 37735, 6603, 5950, 2071, 27620, 50049, 32212, 12927, 8071, 66580, 67233, 29219, 47562, 567, 2832, 17546, 59441, 44009, 5607, 2138, 17030, 901, 5027, 3403, 7657, 31711, 3094, 23603, 9235, 66889, 33874, 1574, 20895, 23342, 22256, 4742, 33717, 12615, 19874, 67398, 4522, 42770, 16010, 1219, 11246, 16455, 20227, 9853, 2436, 66845, 66403, 6715, 7074, 6825, 853, 5071, 2688, 2588, 63977, 942, 23988, 5563, 22736, 16836, 54980, 30824, 23036, 24178, 2082, 16119, 13036, 15764, 26660, 25457, 4962, 2522]",0.36220265412703156,0.788163,0.688889,0.692963,0.788163,0.571429,0.564524,0.788159,0.694981,0.695518,0.788187,0.701935,0.698214,0.788163,0.688889,0.692963,0.73,19260817.0,-1.0,none,170.0,16.0,0.726381,0.257937,0.254136,0.788163,0.571429,0.564524,16.0
100.0,12.0,0.7,0.7,0.01,0.01,"[6602, 38911, 29604, 37910, 42057, 6307, 47685, 14513, 2359, 283, 22835, 54643, 41082, 8060, 30426, 17314, 12514, 26469, 17587, 30592, 8789, 39508, 1663, 17685, 12202, 14699, 18051, 4400, 27536, 256, 29906, 64052, 32682, 4468, 2, 10401, 2038, 4908, 2632, 5181, 2610, 55768, 30094, 5402, 2171, 8670, 6225, 2294, 31396, 59186, 8049, 18892, 19072, 66547, 8529, 36115, 18463, 8092, 22351, 44091, 28136, 8972, 38920, 42269, 5390, 2654, 4412, 30505, 44254, 30980, 34701, 50128, 42136, 66811, 15316, 6881, 21859, 28287, 11889, 4796, 65055, 49625, 6233, 17949, 9371, 36270, 66469, 2215, 10957, 53170, 9747, 8669, 31629, 478, 37735, 6603, 5950, 2071, 27620, 50049, 32212, 12927, 8071, 66580, 67233, 29219, 47562, 567, 2832, 17546, 59441, 44009, 5607, 2138, 17030, 901, 5027, 3403, 7657, 31711, 3094, 23603, 9235, 66889, 33874, 1574, 20895, 23342, 22256, 4742, 33717, 12615, 19874, 67398, 4522, 42770, 16010, 1219, 11246, 16455, 20227, 9853, 2436, 66845, 66403, 6715, 7074, 6825, 853, 5071, 2688, 2588, 63977, 942, 23988, 5563, 22736, 16836, 54980, 30824, 23036, 24178, 2082, 16119, 13036, 15764, 26660, 25457, 4962, 2522, 14625, 5541, 9212, 14382, 34465, 60674, 3940, 30171, 23190, 8474]",0.376497256802395,0.793163,0.69,0.697407,0.793163,0.570357,0.567976,0.793156,0.695371,0.699078,0.793203,0.701404,0.70081,0.793163,0.69,0.697407,0.45,19260817.0,-1.0,none,180.0,17.0,0.731538,0.257383,0.256558,0.793163,0.570357,0.567976,17.0
100.0,12.0,0.7,0.7,0.01,0.01,"[6602, 38911, 29604, 37910, 42057, 6307, 47685, 14513, 2359, 283, 22835, 54643, 41082, 8060, 30426, 17314, 12514, 26469, 17587, 30592, 8789, 39508, 1663, 17685, 12202, 14699, 18051, 4400, 27536, 256, 29906, 64052, 32682, 4468, 2, 10401, 2038, 4908, 2632, 5181, 2610, 55768, 30094, 5402, 2171, 8670, 6225, 2294, 31396, 59186, 8049, 18892, 19072, 66547, 8529, 36115, 18463, 8092, 22351, 44091, 28136, 8972, 38920, 42269, 5390, 2654, 4412, 30505, 44254, 30980, 34701, 50128, 42136, 66811, 15316, 6881, 21859, 28287, 11889, 4796, 65055, 49625, 6233, 17949, 9371, 36270, 66469, 2215, 10957, 53170, 9747, 8669, 31629, 478, 37735, 6603, 5950, 2071, 27620, 50049, 32212, 12927, 8071, 66580, 67233, 29219, 47562, 567, 2832, 17546, 59441, 44009, 5607, 2138, 17030, 901, 5027, 3403, 7657, 31711, 3094, 23603, 9235, 66889, 33874, 1574, 20895, 23342, 22256, 4742, 33717, 12615, 19874, 67398, 4522, 42770, 16010, 1219, 11246, 16455, 20227, 9853, 2436, 66845, 66403, 6715, 7074, 6825, 853, 5071, 2688, 2588, 63977, 942, 23988, 5563, 22736, 16836, 54980, 30824, 23036, 24178, 2082, 16119, 13036, 15764, 26660, 25457, 4962, 2522, 14625, 5541, 9212, 14382, 34465, 60674, 3940, 30171, 23190, 8474, 32360, 5630, 29060, 3061, 8583, 3973, 37475, 66513, 28515, 36353]",0.3904695794917643,0.793469,0.693333,0.69963,0.793469,0.5725,0.57,0.793469,0.697939,0.700945,0.793471,0.703037,0.7023,0.793469,0.693333,0.69963,0.44,19260817.0,-1.0,none,190.0,18.0,0.732649,0.258953,0.257987,0.793469,0.5725,0.57,18.0
100.0,12.0,0.7,0.7,0.01,0.01,"[6602, 38911, 29604, 37910, 42057, 6307, 47685, 14513, 2359, 283, 22835, 54643, 41082, 8060, 30426, 17314, 12514, 26469, 17587, 30592, 8789, 39508, 1663, 17685, 12202, 14699, 18051, 4400, 27536, 256, 29906, 64052, 32682, 4468, 2, 10401, 2038, 4908, 2632, 5181, 2610, 55768, 30094, 5402, 2171, 8670, 6225, 2294, 31396, 59186, 8049, 18892, 19072, 66547, 8529, 36115, 18463, 8092, 22351, 44091, 28136, 8972, 38920, 42269, 5390, 2654, 4412, 30505, 44254, 30980, 34701, 50128, 42136, 66811, 15316, 6881, 21859, 28287, 11889, 4796, 65055, 49625, 6233, 17949, 9371, 36270, 66469, 2215, 10957, 53170, 9747, 8669, 31629, 478, 37735, 6603, 5950, 2071, 27620, 50049, 32212, 12927, 8071, 66580, 67233, 29219, 47562, 567, 2832, 17546, 59441, 44009, 5607, 2138, 17030, 901, 5027, 3403, 7657, 31711, 3094, 23603, 9235, 66889, 33874, 1574, 20895, 23342, 22256, 4742, 33717, 12615, 19874, 67398, 4522, 42770, 16010, 1219, 11246, 16455, 20227, 9853, 2436, 66845, 66403, 6715, 7074, 6825, 853, 5071, 2688, 2588, 63977, 942, 23988, 5563, 22736, 16836, 54980, 30824, 23036, 24178, 2082, 16119, 13036, 15764, 26660, 25457, 4962, 2522, 14625, 5541, 9212, 14382, 34465, 60674, 3940, 30171, 23190, 8474, 32360, 5630, 29060, 3061, 8583, 3973, 37475, 66513, 28515, 36353, 16403, 5180, 23987, 67886, 67177, 41308, 8884, 7474, 7000, 66380]",0.40420104714576155,0.797653,0.719259,0.734074,0.797653,0.57369,0.578452,0.797497,0.713064,0.722564,0.798573,0.707724,0.714112,0.797653,0.719259,0.734074,0.48,19260817.0,-1.0,none,200.0,19.0,0.732764,0.262515,0.268114,0.797653,0.57369,0.578452,19.0
100.0,12.0,0.7,0.7,0.01,0.01,"[6602, 38911, 29604, 37910, 42057, 6307, 47685, 14513, 2359, 283, 22835, 54643, 41082, 8060, 30426, 17314, 12514, 26469, 17587, 30592, 8789, 39508, 1663, 17685, 12202, 14699, 18051, 4400, 27536, 256, 29906, 64052, 32682, 4468, 2, 10401, 2038, 4908, 2632, 5181, 2610, 55768, 30094, 5402, 2171, 8670, 6225, 2294, 31396, 59186, 8049, 18892, 19072, 66547, 8529, 36115, 18463, 8092, 22351, 44091, 28136, 8972, 38920, 42269, 5390, 2654, 4412, 30505, 44254, 30980, 34701, 50128, 42136, 66811, 15316, 6881, 21859, 28287, 11889, 4796, 65055, 49625, 6233, 17949, 9371, 36270, 66469, 2215, 10957, 53170, 9747, 8669, 31629, 478, 37735, 6603, 5950, 2071, 27620, 50049, 32212, 12927, 8071, 66580, 67233, 29219, 47562, 567, 2832, 17546, 59441, 44009, 5607, 2138, 17030, 901, 5027, 3403, 7657, 31711, 3094, 23603, 9235, 66889, 33874, 1574, 20895, 23342, 22256, 4742, 33717, 12615, 19874, 67398, 4522, 42770, 16010, 1219, 11246, 16455, 20227, 9853, 2436, 66845, 66403, 6715, 7074, 6825, 853, 5071, 2688, 2588, 63977, 942, 23988, 5563, 22736, 16836, 54980, 30824, 23036, 24178, 2082, 16119, 13036, 15764, 26660, 25457, 4962, 2522, 14625, 5541, 9212, 14382, 34465, 60674, 3940, 30171, 23190, 8474, 32360, 5630, 29060, 3061, 8583, 3973, 37475, 66513, 28515, 36353, 16403, 5180, 23987, 67886, 67177, 41308, 8884, 7474, 7000, 66380, 21082, 2282, 2314, 13342, 36439, 8124, 5496, 12741, 34202, 67454]",0.41766079631634057,0.807857,0.751111,0.757407,0.807857,0.584643,0.582738,0.80762,0.733561,0.735837,0.809382,0.723604,0.725695,0.807857,0.751111,0.757407,0.66,19260817.0,-1.0,none,210.0,20.0,0.742487,0.276606,0.277186,0.807857,0.584643,0.582738,20.0
