n_estimators,max_depth,subsample,colsample_bytree,learning_rate,reg_alpha,features,feature combo ningxiang score,Train accu,Val accu,Test accu,Train balanced_accu,Val balanced_accu,Test balanced_accu,Train f1,Val f1,Test f1,Train precision,Val precision,Test precision,Train recall,Val recall,Test recall,Time,random_state,n_jobs,warnings,n_columns,features_combo_index,Train AP,Val AP,Test AP,Train AUC,Val AUC,Test AUC,Precedence
100.0,12.0,0.7,0.7,0.01,0.01,"[66928, 5950, 6603, 1052, 8584, 5302, 66641, 51049, 39463, 567, 5531, 18271, 43138, 67548, 2491, 67150, 50463, 27581, 14879, 51794, 57527, 5290, 9276, 5563, 55970, 2359, 3863, 3216, 3094, 35019, 2160, 66664, 9639, 775, 3315, 40128, 6882, 67682, 52187, 32887, 53765, 2522, 29592, 5192, 67659, 6005, 5413, 30573, 67991, 21887, 6276, 22381, 23569, 3414, 24219, 32363, 21139, 2414, 156, 35607, 58031, 56625, 6826, 17607, 64229, 65991, 65152, 24028, 59415, 41191, 24517, 204, 25205, 36668, 5841, 29667, 4192, 1297, 58351, 5496, 8790, 6167, 4084, 11519, 27675, 16137, 112, 29971, 50294, 3995, 43055, 8125, 51710, 68191, 23405, 24768, 58438, 8670, 36936, 23743, 32973, 37833, 36530, 68202, 7214, 2909, 19545, 20083, 56533, 61152]",0.2854881895473227,0.832041,0.753704,0.754815,0.832041,0.708333,0.70131,0.831904,0.765853,0.765675,0.833129,0.787525,0.783738,0.832041,0.753704,0.754815,0.44,19260817.0,-1.0,none,110.0,10.0,0.770312,0.371368,0.366477,0.832041,0.708333,0.70131,10.0
100.0,12.0,0.7,0.7,0.01,0.01,"[66928, 5950, 6603, 1052, 8584, 5302, 66641, 51049, 39463, 567, 5531, 18271, 43138, 67548, 2491, 67150, 50463, 27581, 14879, 51794, 57527, 5290, 9276, 5563, 55970, 2359, 3863, 3216, 3094, 35019, 2160, 66664, 9639, 775, 3315, 40128, 6882, 67682, 52187, 32887, 53765, 2522, 29592, 5192, 67659, 6005, 5413, 30573, 67991, 21887, 6276, 22381, 23569, 3414, 24219, 32363, 21139, 2414, 156, 35607, 58031, 56625, 6826, 17607, 64229, 65991, 65152, 24028, 59415, 41191, 24517, 204, 25205, 36668, 5841, 29667, 4192, 1297, 58351, 5496, 8790, 6167, 4084, 11519, 27675, 16137, 112, 29971, 50294, 3995, 43055, 8125, 51710, 68191, 23405, 24768, 58438, 8670, 36936, 23743, 32973, 37833, 36530, 68202, 7214, 2909, 19545, 20083, 56533, 61152, 53935, 64230, 9137, 8157, 47880, 1142, 28880, 11996, 19094, 32493]",0.3010960097890347,0.830918,0.753704,0.751852,0.830918,0.708333,0.698214,0.83078,0.765853,0.763022,0.832002,0.787525,0.781642,0.830918,0.753704,0.751852,0.42,19260817.0,-1.0,none,120.0,11.0,0.769047,0.371368,0.362763,0.830918,0.708333,0.698214,11.0
100.0,12.0,0.7,0.7,0.01,0.01,"[66928, 5950, 6603, 1052, 8584, 5302, 66641, 51049, 39463, 567, 5531, 18271, 43138, 67548, 2491, 67150, 50463, 27581, 14879, 51794, 57527, 5290, 9276, 5563, 55970, 2359, 3863, 3216, 3094, 35019, 2160, 66664, 9639, 775, 3315, 40128, 6882, 67682, 52187, 32887, 53765, 2522, 29592, 5192, 67659, 6005, 5413, 30573, 67991, 21887, 6276, 22381, 23569, 3414, 24219, 32363, 21139, 2414, 156, 35607, 58031, 56625, 6826, 17607, 64229, 65991, 65152, 24028, 59415, 41191, 24517, 204, 25205, 36668, 5841, 29667, 4192, 1297, 58351, 5496, 8790, 6167, 4084, 11519, 27675, 16137, 112, 29971, 50294, 3995, 43055, 8125, 51710, 68191, 23405, 24768, 58438, 8670, 36936, 23743, 32973, 37833, 36530, 68202, 7214, 2909, 19545, 20083, 56533, 61152, 53935, 64230, 9137, 8157, 47880, 1142, 28880, 11996, 19094, 32493, 964, 17375, 6716, 5225, 1552, 1219, 5082, 31185, 67361, 36203]",0.315873762127012,0.832908,0.756667,0.749259,0.832908,0.707857,0.693571,0.83277,0.768007,0.760411,0.834011,0.7876,0.778737,0.832908,0.756667,0.749259,0.44,19260817.0,-1.0,none,130.0,12.0,0.771261,0.372385,0.358085,0.832908,0.707857,0.693571,12.0
100.0,12.0,0.7,0.7,0.01,0.01,"[66928, 5950, 6603, 1052, 8584, 5302, 66641, 51049, 39463, 567, 5531, 18271, 43138, 67548, 2491, 67150, 50463, 27581, 14879, 51794, 57527, 5290, 9276, 5563, 55970, 2359, 3863, 3216, 3094, 35019, 2160, 66664, 9639, 775, 3315, 40128, 6882, 67682, 52187, 32887, 53765, 2522, 29592, 5192, 67659, 6005, 5413, 30573, 67991, 21887, 6276, 22381, 23569, 3414, 24219, 32363, 21139, 2414, 156, 35607, 58031, 56625, 6826, 17607, 64229, 65991, 65152, 24028, 59415, 41191, 24517, 204, 25205, 36668, 5841, 29667, 4192, 1297, 58351, 5496, 8790, 6167, 4084, 11519, 27675, 16137, 112, 29971, 50294, 3995, 43055, 8125, 51710, 68191, 23405, 24768, 58438, 8670, 36936, 23743, 32973, 37833, 36530, 68202, 7214, 2909, 19545, 20083, 56533, 61152, 53935, 64230, 9137, 8157, 47880, 1142, 28880, 11996, 19094, 32493, 964, 17375, 6716, 5225, 1552, 1219, 5082, 31185, 67361, 36203, 23641, 59501, 44726, 10006, 22090, 2621, 67106, 21109, 11808, 15310]",0.3302178888116032,0.832959,0.765926,0.753333,0.832959,0.720357,0.701548,0.832825,0.776712,0.764612,0.834034,0.795696,0.783679,0.832959,0.765926,0.753333,0.45,19260817.0,-1.0,none,140.0,13.0,0.771389,0.386738,0.365984,0.832959,0.720357,0.701548,13.0
100.0,12.0,0.7,0.7,0.01,0.01,"[66928, 5950, 6603, 1052, 8584, 5302, 66641, 51049, 39463, 567, 5531, 18271, 43138, 67548, 2491, 67150, 50463, 27581, 14879, 51794, 57527, 5290, 9276, 5563, 55970, 2359, 3863, 3216, 3094, 35019, 2160, 66664, 9639, 775, 3315, 40128, 6882, 67682, 52187, 32887, 53765, 2522, 29592, 5192, 67659, 6005, 5413, 30573, 67991, 21887, 6276, 22381, 23569, 3414, 24219, 32363, 21139, 2414, 156, 35607, 58031, 56625, 6826, 17607, 64229, 65991, 65152, 24028, 59415, 41191, 24517, 204, 25205, 36668, 5841, 29667, 4192, 1297, 58351, 5496, 8790, 6167, 4084, 11519, 27675, 16137, 112, 29971, 50294, 3995, 43055, 8125, 51710, 68191, 23405, 24768, 58438, 8670, 36936, 23743, 32973, 37833, 36530, 68202, 7214, 2909, 19545, 20083, 56533, 61152, 53935, 64230, 9137, 8157, 47880, 1142, 28880, 11996, 19094, 32493, 964, 17375, 6716, 5225, 1552, 1219, 5082, 31185, 67361, 36203, 23641, 59501, 44726, 10006, 22090, 2621, 67106, 21109, 11808, 15310, 39106, 2688, 28574, 10178, 40536, 5508, 26326, 29750, 3360, 22655]",0.34416183189023286,0.832755,0.765926,0.750741,0.832755,0.724524,0.69631,0.832622,0.777276,0.761916,0.833814,0.797999,0.780445,0.832755,0.765926,0.750741,0.62,19260817.0,-1.0,none,150.0,14.0,0.771199,0.38997,0.360816,0.832755,0.724524,0.69631,14.0
100.0,12.0,0.7,0.7,0.01,0.01,"[66928, 5950, 6603, 1052, 8584, 5302, 66641, 51049, 39463, 567, 5531, 18271, 43138, 67548, 2491, 67150, 50463, 27581, 14879, 51794, 57527, 5290, 9276, 5563, 55970, 2359, 3863, 3216, 3094, 35019, 2160, 66664, 9639, 775, 3315, 40128, 6882, 67682, 52187, 32887, 53765, 2522, 29592, 5192, 67659, 6005, 5413, 30573, 67991, 21887, 6276, 22381, 23569, 3414, 24219, 32363, 21139, 2414, 156, 35607, 58031, 56625, 6826, 17607, 64229, 65991, 65152, 24028, 59415, 41191, 24517, 204, 25205, 36668, 5841, 29667, 4192, 1297, 58351, 5496, 8790, 6167, 4084, 11519, 27675, 16137, 112, 29971, 50294, 3995, 43055, 8125, 51710, 68191, 23405, 24768, 58438, 8670, 36936, 23743, 32973, 37833, 36530, 68202, 7214, 2909, 19545, 20083, 56533, 61152, 53935, 64230, 9137, 8157, 47880, 1142, 28880, 11996, 19094, 32493, 964, 17375, 6716, 5225, 1552, 1219, 5082, 31185, 67361, 36203, 23641, 59501, 44726, 10006, 22090, 2621, 67106, 21109, 11808, 15310, 39106, 2688, 28574, 10178, 40536, 5508, 26326, 29750, 3360, 22655, 7365, 61403, 17566, 15333, 8671, 18558, 52618, 27383, 62561, 5181]",0.35769006167538464,0.831582,0.764074,0.747037,0.831582,0.716786,0.692738,0.831443,0.77482,0.758648,0.83268,0.793487,0.778001,0.831582,0.764074,0.747037,0.5,19260817.0,-1.0,none,160.0,15.0,0.769764,0.382986,0.356518,0.831582,0.716786,0.692738,15.0
100.0,12.0,0.7,0.7,0.01,0.01,"[66928, 5950, 6603, 1052, 8584, 5302, 66641, 51049, 39463, 567, 5531, 18271, 43138, 67548, 2491, 67150, 50463, 27581, 14879, 51794, 57527, 5290, 9276, 5563, 55970, 2359, 3863, 3216, 3094, 35019, 2160, 66664, 9639, 775, 3315, 40128, 6882, 67682, 52187, 32887, 53765, 2522, 29592, 5192, 67659, 6005, 5413, 30573, 67991, 21887, 6276, 22381, 23569, 3414, 24219, 32363, 21139, 2414, 156, 35607, 58031, 56625, 6826, 17607, 64229, 65991, 65152, 24028, 59415, 41191, 24517, 204, 25205, 36668, 5841, 29667, 4192, 1297, 58351, 5496, 8790, 6167, 4084, 11519, 27675, 16137, 112, 29971, 50294, 3995, 43055, 8125, 51710, 68191, 23405, 24768, 58438, 8670, 36936, 23743, 32973, 37833, 36530, 68202, 7214, 2909, 19545, 20083, 56533, 61152, 53935, 64230, 9137, 8157, 47880, 1142, 28880, 11996, 19094, 32493, 964, 17375, 6716, 5225, 1552, 1219, 5082, 31185, 67361, 36203, 23641, 59501, 44726, 10006, 22090, 2621, 67106, 21109, 11808, 15310, 39106, 2688, 28574, 10178, 40536, 5508, 26326, 29750, 3360, 22655, 7365, 61403, 17566, 15333, 8671, 18558, 52618, 27383, 62561, 5181, 9105, 7974, 41060, 11958, 42647, 47076, 32586, 13250, 8973, 14911]",0.3709290843689814,0.831837,0.761852,0.751111,0.831837,0.717738,0.697143,0.831704,0.773279,0.762314,0.832885,0.79373,0.780954,0.831837,0.761852,0.751111,0.53,19260817.0,-1.0,none,170.0,16.0,0.770182,0.382573,0.361616,0.831837,0.717738,0.697143,16.0
100.0,12.0,0.7,0.7,0.01,0.01,"[66928, 5950, 6603, 1052, 8584, 5302, 66641, 51049, 39463, 567, 5531, 18271, 43138, 67548, 2491, 67150, 50463, 27581, 14879, 51794, 57527, 5290, 9276, 5563, 55970, 2359, 3863, 3216, 3094, 35019, 2160, 66664, 9639, 775, 3315, 40128, 6882, 67682, 52187, 32887, 53765, 2522, 29592, 5192, 67659, 6005, 5413, 30573, 67991, 21887, 6276, 22381, 23569, 3414, 24219, 32363, 21139, 2414, 156, 35607, 58031, 56625, 6826, 17607, 64229, 65991, 65152, 24028, 59415, 41191, 24517, 204, 25205, 36668, 5841, 29667, 4192, 1297, 58351, 5496, 8790, 6167, 4084, 11519, 27675, 16137, 112, 29971, 50294, 3995, 43055, 8125, 51710, 68191, 23405, 24768, 58438, 8670, 36936, 23743, 32973, 37833, 36530, 68202, 7214, 2909, 19545, 20083, 56533, 61152, 53935, 64230, 9137, 8157, 47880, 1142, 28880, 11996, 19094, 32493, 964, 17375, 6716, 5225, 1552, 1219, 5082, 31185, 67361, 36203, 23641, 59501, 44726, 10006, 22090, 2621, 67106, 21109, 11808, 15310, 39106, 2688, 28574, 10178, 40536, 5508, 26326, 29750, 3360, 22655, 7365, 61403, 17566, 15333, 8671, 18558, 52618, 27383, 62561, 5181, 9105, 7974, 41060, 11958, 42647, 47076, 32586, 13250, 8973, 14911, 1429, 36615, 35352, 36973, 22089, 26453, 8211, 14506, 25826, 4786]",0.3838446137961,0.83301,0.768889,0.754074,0.83301,0.725238,0.70381,0.832882,0.779619,0.765492,0.834036,0.798772,0.785029,0.83301,0.768889,0.754074,0.54,19260817.0,-1.0,none,180.0,17.0,0.771579,0.392152,0.368059,0.83301,0.725238,0.70381,17.0
100.0,12.0,0.7,0.7,0.01,0.01,"[66928, 5950, 6603, 1052, 8584, 5302, 66641, 51049, 39463, 567, 5531, 18271, 43138, 67548, 2491, 67150, 50463, 27581, 14879, 51794, 57527, 5290, 9276, 5563, 55970, 2359, 3863, 3216, 3094, 35019, 2160, 66664, 9639, 775, 3315, 40128, 6882, 67682, 52187, 32887, 53765, 2522, 29592, 5192, 67659, 6005, 5413, 30573, 67991, 21887, 6276, 22381, 23569, 3414, 24219, 32363, 21139, 2414, 156, 35607, 58031, 56625, 6826, 17607, 64229, 65991, 65152, 24028, 59415, 41191, 24517, 204, 25205, 36668, 5841, 29667, 4192, 1297, 58351, 5496, 8790, 6167, 4084, 11519, 27675, 16137, 112, 29971, 50294, 3995, 43055, 8125, 51710, 68191, 23405, 24768, 58438, 8670, 36936, 23743, 32973, 37833, 36530, 68202, 7214, 2909, 19545, 20083, 56533, 61152, 53935, 64230, 9137, 8157, 47880, 1142, 28880, 11996, 19094, 32493, 964, 17375, 6716, 5225, 1552, 1219, 5082, 31185, 67361, 36203, 23641, 59501, 44726, 10006, 22090, 2621, 67106, 21109, 11808, 15310, 39106, 2688, 28574, 10178, 40536, 5508, 26326, 29750, 3360, 22655, 7365, 61403, 17566, 15333, 8671, 18558, 52618, 27383, 62561, 5181, 9105, 7974, 41060, 11958, 42647, 47076, 32586, 13250, 8973, 14911, 1429, 36615, 35352, 36973, 22089, 26453, 8211, 14506, 25826, 4786, 31160, 1574, 610, 67117, 28635, 41027, 58600, 46358, 34543, 2984]",0.39651984442025423,0.834031,0.767778,0.755185,0.834031,0.722738,0.704524,0.833878,0.778437,0.766423,0.835266,0.797252,0.785564,0.834031,0.767778,0.755185,0.72,19260817.0,-1.0,none,190.0,18.0,0.772205,0.389594,0.369121,0.834031,0.722738,0.704524,18.0
100.0,12.0,0.7,0.7,0.01,0.01,"[66928, 5950, 6603, 1052, 8584, 5302, 66641, 51049, 39463, 567, 5531, 18271, 43138, 67548, 2491, 67150, 50463, 27581, 14879, 51794, 57527, 5290, 9276, 5563, 55970, 2359, 3863, 3216, 3094, 35019, 2160, 66664, 9639, 775, 3315, 40128, 6882, 67682, 52187, 32887, 53765, 2522, 29592, 5192, 67659, 6005, 5413, 30573, 67991, 21887, 6276, 22381, 23569, 3414, 24219, 32363, 21139, 2414, 156, 35607, 58031, 56625, 6826, 17607, 64229, 65991, 65152, 24028, 59415, 41191, 24517, 204, 25205, 36668, 5841, 29667, 4192, 1297, 58351, 5496, 8790, 6167, 4084, 11519, 27675, 16137, 112, 29971, 50294, 3995, 43055, 8125, 51710, 68191, 23405, 24768, 58438, 8670, 36936, 23743, 32973, 37833, 36530, 68202, 7214, 2909, 19545, 20083, 56533, 61152, 53935, 64230, 9137, 8157, 47880, 1142, 28880, 11996, 19094, 32493, 964, 17375, 6716, 5225, 1552, 1219, 5082, 31185, 67361, 36203, 23641, 59501, 44726, 10006, 22090, 2621, 67106, 21109, 11808, 15310, 39106, 2688, 28574, 10178, 40536, 5508, 26326, 29750, 3360, 22655, 7365, 61403, 17566, 15333, 8671, 18558, 52618, 27383, 62561, 5181, 9105, 7974, 41060, 11958, 42647, 47076, 32586, 13250, 8973, 14911, 1429, 36615, 35352, 36973, 22089, 26453, 8211, 14506, 25826, 4786, 31160, 1574, 610, 67117, 28635, 41027, 58600, 46358, 34543, 2984, 35530, 14085, 65567, 1352, 32652, 5607, 22871, 18585, 18584, 26946]",0.408950456767343,0.833163,0.768519,0.758519,0.833163,0.728571,0.708452,0.833013,0.779782,0.769475,0.834367,0.800564,0.788164,0.833163,0.768519,0.758519,0.59,19260817.0,-1.0,none,200.0,19.0,0.771297,0.394533,0.373734,0.833163,0.728571,0.708452,19.0
100.0,12.0,0.7,0.7,0.01,0.01,"[66928, 5950, 6603, 1052, 8584, 5302, 66641, 51049, 39463, 567, 5531, 18271, 43138, 67548, 2491, 67150, 50463, 27581, 14879, 51794, 57527, 5290, 9276, 5563, 55970, 2359, 3863, 3216, 3094, 35019, 2160, 66664, 9639, 775, 3315, 40128, 6882, 67682, 52187, 32887, 53765, 2522, 29592, 5192, 67659, 6005, 5413, 30573, 67991, 21887, 6276, 22381, 23569, 3414, 24219, 32363, 21139, 2414, 156, 35607, 58031, 56625, 6826, 17607, 64229, 65991, 65152, 24028, 59415, 41191, 24517, 204, 25205, 36668, 5841, 29667, 4192, 1297, 58351, 5496, 8790, 6167, 4084, 11519, 27675, 16137, 112, 29971, 50294, 3995, 43055, 8125, 51710, 68191, 23405, 24768, 58438, 8670, 36936, 23743, 32973, 37833, 36530, 68202, 7214, 2909, 19545, 20083, 56533, 61152, 53935, 64230, 9137, 8157, 47880, 1142, 28880, 11996, 19094, 32493, 964, 17375, 6716, 5225, 1552, 1219, 5082, 31185, 67361, 36203, 23641, 59501, 44726, 10006, 22090, 2621, 67106, 21109, 11808, 15310, 39106, 2688, 28574, 10178, 40536, 5508, 26326, 29750, 3360, 22655, 7365, 61403, 17566, 15333, 8671, 18558, 52618, 27383, 62561, 5181, 9105, 7974, 41060, 11958, 42647, 47076, 32586, 13250, 8973, 14911, 1429, 36615, 35352, 36973, 22089, 26453, 8211, 14506, 25826, 4786, 31160, 1574, 610, 67117, 28635, 41027, 58600, 46358, 34543, 2984, 35530, 14085, 65567, 1352, 32652, 5607, 22871, 18585, 18584, 26946, 5390, 31700, 39866, 43634, 7877, 12280, 7647, 25751, 1885, 66852]",0.42091901146341115,0.833776,0.768148,0.757407,0.833776,0.722976,0.706548,0.833625,0.77875,0.768371,0.83499,0.797433,0.786968,0.833776,0.768148,0.757407,0.51,19260817.0,-1.0,none,210.0,20.0,0.771968,0.389983,0.371728,0.833776,0.722976,0.706548,20.0
